Volcano Name,Country,Continent,Area of Activity,VEI,Date,Evidence Method (dating);
"352071,Chimborazo,""Eissen J-P, Barba D, Bernard B"",2006,Chimborazo volcano: late Pleistocene and Holocene activity,""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Field trip A2: 1-23""";
"352071,Chimborazo,Hall M L,1977,El Volcanismo en El Ecuador,""Quito: Biblioteca Ecuador, 120 p""";
"352071,Chimborazo,""Hall M L, Wood C A"",1985,Volcano-tectonic segmentation of the northern Andes,Geology 13:203-207";
"352071,Chimborazo,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"352071,Chimborazo,""Kilian R, Pichler H"",1987,El Chimborazo de Humboldt y el desarrollo de otros volcanes grandes en el Ecuador,""In: {Investigaciones Alemanas Recientes en America Latina}, Bonn: Geol Deut Ferschungsgemeinschaft, p 25-34""";
"352071,Chimborazo,""Samaniego P, Eissen J-P, Le Pennec J-L, Hall M L, Monzier M, Mothes P, Ramon P, Robin C, Egred J, Molina I, Yepes H"",2003,Los peligros volcanicos asociados con el Tungurahua,""Inst Geofis Escuela Politecnica Nac, Inst Recherche Devel, 1: 1-108""";
"352080,Tungurahua,""Almeida E, Ramon P"",1991,Las erupciones historicas del Volcan Tungurahua,""Bol Geol Ecuatoriano, 2: 89-138""";
"352080,Tungurahua,""Arellano S R, Hall M, Samaniego P, Le Pennec J-L, Ruiz A, Molina I, Yepes H"",2008,""Degassing patterns of Tungurahua Volcano (Ecuador) during the 1999-2006 eruptive period, inferred from remote spectroscopic measurements of SO2 emissions"",""J. Volcanol. Geotherm. Res., 176: 151-162""";
"352080,Tungurahua,""Eychenne, J, Le Pennec, J-L, Troncoso, L, Gouhier, M, and Nedelee, J-M"",2012,Causes and consequences of bimodal grain-size distribution of tephra fall deposited during the August 2006 Tungurahua eruption (Ecuador),""Bull Volcanol, 74: 187-205""";
"352080,Tungurahua,""Fee D, Garces M, Steffke A"",2010,Infrasound from Tungurahua Volcano 2006-2008: Strombolian to Plinian eruptive activity,""J. Volcanol. Geotherm. Res., 193: 67-81""";
"352080,Tungurahua,Hall M L,1977,El Volcanismo en El Ecuador,""Quito: Biblioteca Ecuador, 120 p""";
352080,Tungurahua,Hall M L,1992,,(pers. comm.);
"352080,Tungurahua,""Hall M L, Robin C, Beate B, Mothes P, Monzier M"",1999,""Tungurahua volcano, Ecuador: structure, eruptive history and hazards"",""J. Volcanol. Geotherm. Res., 91: 1-21""";
"352080,Tungurahua,""Hall M L, Vera R"",1985,La actividad volcanica del volcan Tungurahua: sus peligros y sus riesgos volcanicos,""Rev Politecnica, Quito, 10: 91-144""";
"352080,Tungurahua,""Hall M L, Wood C A"",1985,Volcano-tectonic segmentation of the northern Andes,Geology 13:203-207";
"352080,Tungurahua,""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"352080,Tungurahua,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"352080,Tungurahua,""Johnson J B, Aster R C, Ruiz M C, Malone S D, McChesney P J, Lees J M, Kyle P R"",2003,Interpretation and utility of infrasonic records from erupting volcanoes,""J. Volcanol. Geotherm. Res., 121: 15-63""";
"352080,Tungurahua,""Le Pennec J-L, Hall M L, Robin C, Bartomioli E"",2006,Tungurahua volcano: late Holocene activity,""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Field trip A1: 1-23""";
"352080,Tungurahua,""Le Pennec J-L, Jaya D, Samaniego P, Ramon P, Moreno Yanez S, Egred J, van der Plicht J"",2008,""The AD 1300-1700 eruptive periods at Tungurahua volcano, Ecuador, revealed by historical narratives, stratigraphy and radiocarbon dating"",""J. Volcanol. Geotherm. Res., 176: 70-81""";
"352080,Tungurahua,""Samaniego P, Eissen J-P, Le Pennec J-L, Hall M L, Monzier M, Mothes P, Ramon P, Robin C, Egred J, Molina I, Yepes H"",2003,Los peligros volcanicos asociados con el Tungurahua,""Inst Geofis Escuela Politecnica Nac, Inst Recherche Devel, 1: 1-108""";
"352080,Tungurahua,""Steffke A M, Fee D, Garces M, Harris A"",2010,""Eruption chronologies, plume heights and eruption styles at Tungurahua Volcano: Integrating remote sensing techniques and infrasound"",""J. Volcanol. Geotherm. Res., 193: 143-160""";
"352090,Sangay,Hall M L,1977,El Volcanismo en El Ecuador,""Quito: Biblioteca Ecuador, 120 p""";
352090,Sangay,Hall M L,1987,,(pers. comm.);
"352090,Sangay,""Hall M L, Wood C A"",1985,Volcano-tectonic segmentation of the northern Andes,Geology 13:203-207";
"352090,Sangay,""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"352090,Sangay,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"352090,Sangay,""Johnson J B, Aster R C, Ruiz M C, Malone S D, McChesney P J, Lees J M, Kyle P R"",2003,Interpretation and utility of infrasonic records from erupting volcanoes,""J. Volcanol. Geotherm. Res., 121: 15-63""";
"352090,Sangay,""Johnson J B, Lees J M"",2000,""Plugs and chugs--seismic and acoustic observations of degassing explosions at Karymsky, Russia and Sangay, Ecuador"",""J. Volcanol. Geotherm. Res., 101: 67-82""";
"352090,Sangay,""Monzier M, Robin C, Samaniego P, Hall M L, Cotten J, Mothes P, Arnaud N"",1999,""Sangay volcano, Ecuador: structural development, present activity and petrology"",""J. Volcanol. Geotherm. Res., 90: 49-79""";
"352090,Sangay,Smithsonian Institution-GVN,1990-,[Monthly event reports],""Bull Global Volc Network, v 15-33""";
"353010,Fernandina,""Allan J F, Simkin T"",2000,""Fernandina volcano's evolved, well-mixed basalts: mineralogical and petrological constraints on the nature of the Galapagos plume"",""J. Geophys. Res, 105: 6017-6041""";
"353010,Fernandina,""Chadwick W W, De Roy T, Carrasco A"",1991,""The September 1988 intracaldera avalanche and eruption at Fernandina volcano, Galapagos Islands"",""Bull Volcanol, 53: 276-286""";
"353010,Fernandina,""Green J, Short N M"",1971,Volcanic Landforms and Surface Features: a Photographic Atlas and Glossary,""New York: Springer-Verlag, 519 p""";
"353010,Fernandina,""Hardy, C T (Captain)"",1917,Log of the HMS Avoca,""Transcribed by Old Weather (www.oldweather.org), 2016 (see http://www.naval-history.net/OWShips-WW1-08-HMS_Avoca.htm, http://oldweather.s3.amazonaws.com/ADM53-34555/ADM 53-34555-011_0.jpg)""";
"353010,Fernandina,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353010,Fernandina,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353010,Fernandina,""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353010,Fernandina,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353010,Fernandina,""Rowland S K, Harris A J L, Wooster M J, Amelung F, Garbeil H, Wilson L, Mouginis-Mark P J"",2003,Volumetric characteristics of lava flows from interferometric radar and multispectral satellite data: the 1995 Fernandina and 1998 Cerro Azul eruptions in the western Galapagos,""Bull Volcanol, 65: 311-330""";
"353010,Fernandina,""Rowland S K, Munro D C"",1992,The caldera of Volcan Fernandina: a remote sensing study of its structure and recent activity,""Bull Volcanol, 55: 97-109""";
"353010,Fernandina,""Rule, G (Master)"",1821,""Log of the Spring Grove (London), Oct. 29, 1818-June 5, 1821. George Rule, Master."",""Nantucket Historical Association, NHA Manuscript Collection 220, Log 228, Reel 19. Transcribed by K. Thalia Grant (2014)""";
"353010,Fernandina,Simkin T,1984,Geology of Galapagos Islands,""In: Perry R (ed) {Galapagos}, Oxford: Pergamon, p 15-41""";
"353010,Fernandina,""Simkin T, Howard K A"",1970,""Caldera collapse in the Galapagos Islands, 1968"",""Science, 169: 429-437""";
"353010,Fernandina,""Townsend, C H"",1926,The Galapagos Tortoises in their relation to the whaling industry: A study of old logbooks,""New York Zoological Society, New York Aquarium Nature Series. Accessed 16 June 2016 (http://mysite.du.edu/~ttyler/ploughboy/townsendgaltort.htm)""";
"353011,Ecuador,""Geist D, White W M, Albarede F, Harpp K, Reynolds R, Blichert-Toft J, Kurz M D"",2002,Volcanic evolution in the Galapagos: the dissected shield of Volcan Ecuador,""Geochem. Geophys. Geosyst., 3(10): 1-32""";
"353011,Ecuador,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353011,Ecuador,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353011,Ecuador,""Rowland S K, Munro D C, Perez-Oviedo V"",1994,""Volcan Ecuador, Galapagos Islands: erosion as a possible mechanism for the generation of steep-sided basaltic volcanoes"",""Bull Volcanol, 56: 271-283""";
353011,Ecuador,Simkin T,1976,,(pers. comm.);
"353020,Wolf,""Delano, A"",1817,""Narrative of Voyages and Travels in the Northern and Southern Hemispheres: Comprising Three Voyages Round the World";" Together with a Voyage of Survey and Discovery, in the Pacific Ocean and Oriental Islands."",""E.G. House, Boston"""
"353020,Wolf,""Geist D J, Naumann T R, Standish J J, Kurz M D, Harpp K S, White W M, Fornari D J"",2005,""Wolf volcano, Galapagos archipelago: melting and magmatic evolution at the margins of a mantle plume"",""J Petr, 46: 2197-2224""";
"353020,Wolf,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353020,Wolf,MARY WILDER (Ship) New Bedford,1859,""Journal, April 1, 1859-Nov. 5, 1859. Abner F. Barker, Master"",""Nicholson Whaling Collection, Providence Public Library, Providence, RI. Reel 448. Transcribed by K. Thalia Grant (2014)""";
"353020,Wolf,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353020,Wolf,""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353020,Wolf,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353020,Wolf,""Veeder, Susan C. Austin"",1853,""Journal of the Whaleship Nauticon, September 13, 1848 - March 24, 1853. Charles Veeder, Master."",""Nantucket Historical Association, NHA Manuscript Collection 220, Log 347. Digital Exhibition. Transcribed by K. Thalia Grant (2014)""";
"353020,Wolf,""Wilson, G H"",1861,""Journal, Jan. 30, 1859-May 3, 1861. On the bark OSCEOLA 3D, New Bedford. Otis F. Hamblin, Master"",""Nicholson Whaling Collection, Providence Public Library, Providence, RI. Reel 532. Transcribed by K. Thalia Grant (2014)""";
"353030,Darwin,""Geist D, Harpp K, Reynolds B"",2006,A field trip guide to the geology of the Galapagos Islands,""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Field Trip Guide, 30 p""";
"353030,Darwin,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353030,Darwin,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353030,Darwin,""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353030,Darwin,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353040,Alcedo,""Geist D, Howard K A, Jellinek A M, Rayder S"",1994,""The volcanic history of Volcan Alcedo, Galapagos Archipelago: a case study of rhyolitic oceanic volcanism"",""Bull Volcanol, 56: 243-260""";
"353040,Alcedo,""Geist D, Howard K A, Larson P"",1995,""The generation of oceanic rhyolites by crystal fractionation: the basalt-rhyolite association at Volcan Alcedo, Galapagos Archipelago"",""J Petr, 36: 965-982""";
"353040,Alcedo,""Goff F, McMurtry G M, Counce D, Simac J A, Roldan-Manzo A R, Hilton D R"",2000,""Contrasting hydrothermal activity at Sierra Negra and Alcedo volcanoes Galapagos Archipelago, Ecuador"",""Bull Volcanol, 62: 34-52""";
"353040,Alcedo,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353040,Alcedo,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353040,Alcedo,""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353040,Alcedo,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
353040,Alcedo,Simkin T,1980,,(pers. comm.);
"353050,""Negra, Sierra"",""Delaney J R, Colony W E, Gerlach T M, Nordlie B E"",1973,""Geology of the Volcan Chico area on Sierra Negra volcano, Galapagos Islands"",""Geol Soc Amer Bull, 84: 2455-2470""";
"353050,""Negra, Sierra"",""Geist D J, Harpp K S, Naumann T R, Poland M, Chadwick W W, Hall M, Rader E"",2008,""The 2005 eruption of Sierra Negra volcano, Galapagos, Ecuador"",""Bull Volcanol, 70: 655-673""";
"353050,""Negra, Sierra"",""Geist D, Harpp K, Reynolds B"",2006,A field trip guide to the geology of the Galapagos Islands,""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Field Trip Guide, 30 p""";
"353050,""Negra, Sierra"",""Goff F, McMurtry G M, Counce D, Simac J A, Roldan-Manzo A R, Hilton D R"",2000,""Contrasting hydrothermal activity at Sierra Negra and Alcedo volcanoes Galapagos Archipelago, Ecuador"",""Bull Volcanol, 62: 34-52""";
"353050,""Negra, Sierra"",IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353050,""Negra, Sierra"",""Jonnsson S, Zebker H, Amelung F"",2005,""On trapdoor faulting at Sierra Negra volcano, Galapagos"",""J. Volcanol. Geotherm. Res., 144: 59-71""";
"353050,""Negra, Sierra"",""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353050,""Negra, Sierra"",""Mouginis-Mark P J, Rowland S K, Garbeil H"",1996,Slopes of western Galapagos volcanoes from airborne interferometric radar,""Geophysical Research Letters, 23: 3767-3770""";
"353050,""Negra, Sierra"",""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353050,""Negra, Sierra"",""Reynolds R W, Geist D, Kurz M D"",1995,""Physical volcanology and structural development of Sierra Negra volcano, Isabela Island, Galapagos Archipelago"",""Geol Soc Amer Bull, 107: 1398-1410""";
"353050,""Negra, Sierra"",Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353060,""Azul, Cerro"",IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353060,""Azul, Cerro"",""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353060,""Azul, Cerro"",""Mouginis-Mark P J, Snell H, Ellisor R"",2000,""GOES satellite and field observations of the 1998 eruption of Volcan Cerro Azul, Galapagos Islands"",""Bull Volcanol, 62: 188-198""";
"353060,""Azul, Cerro"",""Naumann T, Geist D"",2000,""Physical volcanology and structural development of Cerro Azul volcano, Isabela Island, Galapagos: implications for the development of Galapagos-type shield volcanoes."",""Bull Volcanol, 61: 497-514""";
"353060,""Azul, Cerro"",""Naumann T, Geist D, Kurtz M"",2002,Petrology and geochemistry of Volcan Cerro Azul: petrologic diversity among the western Galapagos volcanoes,""J Petr, 43: 859-883""";
"353060,""Azul, Cerro"",Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353060,""Azul, Cerro"",""Rowland S K, Harris A J L, Wooster M J, Amelung F, Garbeil H, Wilson L, Mouginis-Mark P J"",2003,Volumetric characteristics of lava flows from interferometric radar and multispectral satellite data: the 1995 Fernandina and 1998 Cerro Azul eruptions in the western Galapagos,""Bull Volcanol, 65: 311-330""";
"353060,""Azul, Cerro"",""Teasdale R, Geist D, Kurz M, Harpp K"",2005,""1998 eruption at Volcan Cerro Azul, Galapagos Islands: 1. Syn-eruptive petrogenesis"",""Bull Volcanol, 67: 170-185""";
"353070,Pinta,Katsui Y (ed),1971,List of the World Active Volcanoes,""Volc Soc Japan draft ms, (limited circulation), 160 p""";
"353070,Pinta,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353070,Pinta,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353080,Marchena,Katsui Y (ed),1971,List of the World Active Volcanoes,""Volc Soc Japan draft ms, (limited circulation), 160 p""";
"353080,Marchena,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353080,Marchena,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
"353080,Marchena,""Vicenzi E P, McBirney A R, White W M, Hamilton M"",1990,""The geology and geochemistry of Isla Marchena, Galapagos Archipelago: an ocean island adjacent to a mid-ocean ridge"",""J. Volcanol. Geotherm. Res., 40: 291-315""";
"353090,Santiago,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"353090,Santiago,""McBirney A R, Williams H"",1969,Geology and petrology of the Galapagos Islands,""Geol Soc Amer Mem, 118: 1-197""";
"353090,Santiago,Richards A F,1962,""Archipelago de Colon, Isla San Felix and Islas Juan Fernandez"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 14: 1-50""";
353090,Santiago,Simkin T,1976,,(pers. comm.);
"353090,Santiago,""Swanson F J, Baitis H W, Lexa J, Dymond J"",1974,""Geology of Santiago, Rabida, and Pinzon Islands, Galapagos"",""Geol Soc Amer Bull, 85: 1803-1810""";
"353090,Santiago,""White W M, McBirney A R, Duncan R A"",1993,Petrology and geochemistry of the Galapagos Islands: Portrait of a pathological mantle plume,""J. Geophys. Res, 98: 19,533-19,563""";
"354000,Quimsachata,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354000,Quimsachata,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"354000,Quimsachata,Parodi-I A,1975,Volcanes del Peru,""Soc Geog Lima Bull, 94: 20-23""";
"354000,Quimsachata,""Siebe C, Schaaf P, Carlotto V, Gomez J C"",2006,""Radiocarbon ages and composition of Holocene-Late Pleistocene monogenetic Kimsachata and Oroscocha volcanoes in Cusco, Peru"",""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Abs, p 73""";
"354004,Andahua-Orcopampa,""Delacour A, Gerbe M-C, Thouret J-C, Worner G, Paquereau-Lebti P"",2007,""Magma evolution of Quaternary minor volcanic centres in southern Peru, Central Andes"",""Bull Volcanol, 69: 581-608""";
"354004,Andahua-Orcopampa,Galas A,2011,""The extent and volcanic structures of the Quaternary Andahua Group, Andes, southern Peru"",""Annales Societatis Geologorum Poloniae v. 81, p. 1-19""";
"354004,Andahua-Orcopampa,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"354004,Andahua-Orcopampa,Parodi-I A,1975,Volcanes del Peru,""Soc Geog Lima Bull, 94: 20-23""";
"354004,Andahua-Orcopampa,""Ruprecht P, Worner G"",2007,Variable regimes in magma systems documented in plagioclase zoning patterns: El Misti stratovolcano and Andahua monogenetic cones,""J. Volcanol. Geotherm. Res., 165(3-4): 142-162""";
"354004,Andahua-Orcopampa,Sapper K,1917,Katalog der Geschichtlichen Vulkanausbruche,""Strasbourg: Karl J Trubner, 358 p""";
"354004,Andahua-Orcopampa,Shippee R,1932,Lost valleys of Peru: results of the Shippee-Johnson Peruvian expedition,""Geog Rev, 22: 562-581""";
"354004,Andahua-Orcopampa,""Sorensen E V, Holm P M"",2008,""Petrological inferences on the evolution of magmas erupted in the Andagua Valley, Peru (Central Volcanic Zone)"",""J. Volcanol. Geotherm. Res., 177(2): 378-396""";
"354004,Andahua-Orcopampa,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354005,Huambo,""Delacour A, Gerbe M-C, Thouret J-C, Worner G, Paquereau-Lebti P"",2007,""Magma evolution of Quaternary minor volcanic centres in southern Peru, Central Andes"",""Bull Volcanol, 69: 581-608""";
"354006,Sabancaya,""Gerbe M-C, Thouret J-C"",2004,""Role of magma mixing in the petrogenesis of tephra erupted during the 1990-98 explosive activity of Nevado Sabancaya, southern Peru"",""Bull Volcanol, 66: 541-561""";
"354006,Sabancaya,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354006,Sabancaya,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"354006,Sabancaya,Katsui Y (ed),1971,List of the World Active Volcanoes,""Volc Soc Japan draft ms, (limited circulation), 160 p""";
"354006,Sabancaya,""Klinck B A, Ellison R A, Hawkins M P"",1986,The geology of the Cordillera Occidental and Altiplano west of Lake Titicaca southern Peru,""Brit Geol Surv Open-File Rpt, 353 p""";
"354006,Sabancaya,Parodi-I A,1975,Volcanes del Peru,""Soc Geog Lima Bull, 94: 20-23""";
"354006,Sabancaya,""Pritchard M, Simons M"",2002,A satellite geodetic survey of large-scale deformation of volcanic centres in the Central Andes,""Nature, 418: 167-170""";
"354006,Sabancaya,""Thouret J-C, Juvigne E, Marino J, Moscol M, Legeley-Padovani A, Loutsch I, Davila J, Lamadon S, Rivera M"",2002,Late Pleistocene and Holocene tephro-stratigraphy and chronology in southern Peru,""Bol Soc Geol Peru, 93: 45-61""";
"354006,Sabancaya,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354006,Sabancaya,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"354010,""Misti, El"",Bullard F M,1962,Volcanoes of Southern Peru,""Bull Volcanol, 24: 443-453""";
"354010,""Misti, El"",""Finizola A, Lenat J-F, Macedo O, Ramos D, Thouret J-C, Sortino F"",2004,Fluid circulation and structural discontinuities inside Misti volcano (Peru) inferred from self-potential measurements,""J. Volcanol. Geotherm. Res., 135: 343-360""";
"354010,""Misti, El"",Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354010,""Misti, El"",""Green J, Short N M"",1971,Volcanic Landforms and Surface Features: a Photographic Atlas and Glossary,""New York: Springer-Verlag, 519 p""";
"354010,""Misti, El"",""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"354010,""Misti, El"",IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"354010,""Misti, El"",Legros F,2001,""Tephra stratigraphy of Misti volcano, Peru"",""J South Amer Earth Sci, 14: 15-29""";
"354010,""Misti, El"",Parodi-I A,1979,,(pers. comm.)";
"354010,""Misti, El"",""Ruprecht P, Worner G"",2007,Variable regimes in magma systems documented in plagioclase zoning patterns: El Misti stratovolcano and Andahua monogenetic cones,""J. Volcanol. Geotherm. Res., 165(3-4): 142-162""";
"354010,""Misti, El"",""Thouret J-C, Finizola A, Fornari M, Legeley-Padovani A, Suni J, Frechen M"",2001,""Geology of El Misti volcano near the city of Arequipa, Peru"",""Geol Soc Amer Bull, 113: 1593-1610""";
"354010,""Misti, El"",""Tort A, Finizola A"",2005,""The buried caldera of Misti volcano, Peru, revealed by combining a self-potential survey with elliptic Fourier function analysis of topography"",""J. Volcanol. Geotherm. Res., 141: 283-297""";
"354010,""Misti, El"",""Wilson C J N, Houghton B F, Kamp P J J, McWilliams M O"",1995,An exceptionally widespread ignimbrite with implications for pyroclastic flow emplacement,""Nature, 378: 605-607""";
"354010,""Misti, El"",""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354010,""Misti, El"",""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"354020,Ubinas,Bullard F M,1962,Volcanoes of Southern Peru,""Bull Volcanol, 24: 443-453""";
"354020,Ubinas,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354020,Ubinas,""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"354020,Ubinas,""Lavallee Y, de Silva S L, Salas G, Byrnes J M"",2009,""Structural control on volcanism at the Ubinas, Huaynaputina, and Ticscani Volcanic Group (UHTVG), southern Peru"",""J. Volcanol. Geotherm. Res., 186: 253-264""";
"354020,Ubinas,""Thouret J-C, Rivera M, Worner G, Gerbe M-C, Finizola A, Fornari M, Gonzales K"",2005,Ubinas: the evolution of the historically most active volcano in southern Peru,""Bull Volcanol, 67: 557-589""";
"354020,Ubinas,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354020,Ubinas,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
